"datasetid","sitename","type","age","geoagetype","depth","limityounger","limitolder","geochron.radiocarbonmethod","geochron.geochronmaterialdated","geochron.geochronerrorolder","geochron.geochronerroryounger"
1000,"Hafichuk Site","Radiocarbon",10270,"Radiocarbon years BP",285,9970,10570,"proportional gas counting","clay gyttja",150,150
1000,"Hafichuk Site","Radiocarbon",10630,"Radiocarbon years BP",390,10330,10930,"proportional gas counting","clay gyttja",150,150
1000,"Hafichuk Site","Radiocarbon",11650,"Radiocarbon years BP",495,11350,11950,"proportional gas counting","clay gyttja",150,150
1001,"Hail Lake","Core top",0,NA,0,0,0,NA,NA,NA,NA
1001,"Hail Lake","Radiocarbon",2870,"Radiocarbon years BP",128,2820,2920,"accelerator mass spectrometry","Carbonized twigs and wood frag",50,50
1001,"Hail Lake","Radiocarbon",4840,"Radiocarbon years BP",204,4830,4930,"accelerator mass spectrometry","Carbonized spruce needle, inse",50,50
1001,"Hail Lake","Radiocarbon",5860,"Radiocarbon years BP",236,5450,6270,"accelerator mass spectrometry","Carbonized spruce needle, inse",410,410
1001,"Hail Lake","Radiocarbon",8440,"Radiocarbon years BP",358,8370,8510,"accelerator mass spectrometry","Spruce needles and wood frags",70,70
1001,"Hail Lake","Radiocarbon",8820,"Radiocarbon years BP",398,8750,8890,"accelerator mass spectrometry","Spruce needles and wood frags",70,70
1001,"Hail Lake","Radiocarbon",8930,"Radiocarbon years BP",423,8860,9000,"accelerator mass spectrometry","Spruce needles and wood frags",70,70
1001,"Hail Lake","Radiocarbon",9500,"Radiocarbon years BP",482,9420,9580,"accelerator mass spectrometry","Monocot frags",80,80
1002,"Hams Lake","Radiocarbon",430,"Radiocarbon years BP",879,270,590,"proportional gas counting","gyttja",80,80
1002,"Hams Lake","Radiocarbon",1480,"Radiocarbon years BP",938,1320,1640,"proportional gas counting","gyttja",80,80
1002,"Hams Lake","Radiocarbon",2670,"Radiocarbon years BP",994,2510,2830,"proportional gas counting","gyttja",80,80
1002,"Hams Lake","Radiocarbon",3350,"Radiocarbon years BP",1053,3190,3510,"proportional gas counting","gyttja",80,80
1002,"Hams Lake","Radiocarbon",4270,"Radiocarbon years BP",1112,4110,4430,"proportional gas counting","gyttja",80,80
1002,"Hams Lake","Radiocarbon",5970,"Radiocarbon years BP",1171,5710,6230,"proportional gas counting","gyttja",130,130
1002,"Hams Lake","Radiocarbon",7500,"Radiocarbon years BP",1230,7260,7740,"proportional gas counting","gyttja",120,120
1002,"Hams Lake","Radiocarbon",8610,"Radiocarbon years BP",1289,8330,8890,"proportional gas counting","gyttja",140,140
1002,"Hams Lake","Radiocarbon",9130,"Radiocarbon years BP",1348,8870,9390,"proportional gas counting","gyttja",130,130
1002,"Hams Lake","Radiocarbon",10400,"Radiocarbon years BP",1404,10100,10700,"proportional gas counting","gyttja",150,150
1003,"Hanging Lake","Core top",0,NA,0,0,0,NA,NA,NA,NA
1003,"Hanging Lake","Radiocarbon",1870,"Radiocarbon years BP",15.5,1510,2330,"proportional gas counting","organic silt",180,180
1003,"Hanging Lake","Radiocarbon",2930,"Radiocarbon years BP",25.5,2670,3190,"proportional gas counting","organic silt",130,130
1003,"Hanging Lake","Radiocarbon",5100,"Radiocarbon years BP",30.5,4740,5460,"proportional gas counting","organic silt",180,180
1003,"Hanging Lake","Radiocarbon",4360,"Radiocarbon years BP",55.5,4060,4660,"proportional gas counting","organic silt",150,150
1003,"Hanging Lake","Radiocarbon",5640,"Radiocarbon years BP",80.5,5360,5920,"proportional gas counting","organic silt",140,140
1003,"Hanging Lake","Radiocarbon",7870,"Radiocarbon years BP",105.5,7310,8430,"proportional gas counting","organic silt",280,280
1003,"Hanging Lake","Radiocarbon",10200,"Radiocarbon years BP",118,9820,10580,"proportional gas counting","organic silt",190,190
1003,"Hanging Lake","Radiocarbon",11500,"Radiocarbon years BP",130.5,11000,12000,"proportional gas counting","organic silt",250,250
1003,"Hanging Lake","Radiocarbon",9220,"Radiocarbon years BP",143,8940,9500,"proportional gas counting","organic silt",140,140
1003,"Hanging Lake","Radiocarbon",10500,"Radiocarbon years BP",155.5,10100,10900,"proportional gas counting","organic silt",200,200
1003,"Hanging Lake","Radiocarbon",10900,"Radiocarbon years BP",180.5,10060,11320,"proportional gas counting","organic silt",210,210
1003,"Hanging Lake","Radiocarbon",11700,"Radiocarbon years BP",205.5,11400,12000,"proportional gas counting","organic silt",150,150
1003,"Hanging Lake","Radiocarbon",12600,"Radiocarbon years BP",230.5,12060,13140,"proportional gas counting","organic silt",270,270
1003,"Hanging Lake","Radiocarbon",12400,"Radiocarbon years BP",255.5,11980,12820,"proportional gas counting","organic silt",210,210
1003,"Hanging Lake","Radiocarbon",12800,"Radiocarbon years BP",265.5,12160,13440,"proportional gas counting","organic silt",320,320
1003,"Hanging Lake","Radiocarbon",15800,"Radiocarbon years BP",275.5,14900,16700,"proportional gas counting","organic rich moss layer",450,450
1003,"Hanging Lake","Radiocarbon",17700,"Radiocarbon years BP",280.5,16940,18460,"proportional gas counting","organic silt",380,380
1003,"Hanging Lake","Radiocarbon",16800,"Radiocarbon years BP",295.5,16160,17440,"proportional gas counting","organic silt",320,320
1003,"Hanging Lake","Radiocarbon",20200,"Radiocarbon years BP",305.5,19180,21220,"proportional gas counting","organic silt",510,510
1003,"Hanging Lake","Radiocarbon",20200,"Radiocarbon years BP",320.5,18880,21520,"proportional gas counting","organic silt",660,660
1003,"Hanging Lake","Radiocarbon",24900,"Radiocarbon years BP",329.75,23700,26100,"proportional gas counting","organic silt",600,600
1004,"Hansen Marsh","Core top",-15,NA,1,-15,5,NA,NA,NA,NA
1004,"Hansen Marsh","Biostratigraphic, pollen",10000,NA,66,9500,10500,NA,NA,NA,NA
1004,"Hansen Marsh","Radiocarbon",10735,"Radiocarbon years BP",91.5,10630,10840,"proportional gas counting","sedge peat",105,105
1004,"Hansen Marsh","Deglaciation",14000,NA,760,13500,14500,NA,NA,NA,NA
1006,"Harding Lake","Core top",-25,NA,0,-5,-25,NA,NA,NA,NA
1006,"Harding Lake","Radiocarbon",8680,"Radiocarbon years BP",170,8460,8900,"conventional radiometric","bulk sediment",110,110
1006,"Harding Lake","Radiocarbon",9860,"Radiocarbon years BP",210,9620,10100,"conventional radiometric","bulk sediment",120,120
1006,"Harding Lake","Radiocarbon",11300,"Radiocarbon years BP",275,11000,11600,"conventional radiometric","bulk sediment",150,150
1006,"Harding Lake","Radiocarbon",13690,"Radiocarbon years BP",407.5,12690,14690,"conventional radiometric","bulk sediment",500,500
1007,"Lac Harriman","Core top",0,NA,0,0,0,NA,NA,NA,NA
1007,"Lac Harriman","Radiocarbon",13400,"Radiocarbon years BP",505,13130,13670,"proportional gas counting","Gyttja",270,270
1008,"Harrie Lake","Core top",-31,NA,545,-31,-31,NA,NA,NA,NA
1008,"Harrie Lake","Radiocarbon",2440,"Radiocarbon years BP",745,2380,2510,"proportional gas counting","bulk sediment",70,70
1008,"Harrie Lake","Radiocarbon",3290,"Radiocarbon years BP",846,3210,3370,"proportional gas counting","bulk sediment",80,80
1008,"Harrie Lake","Radiocarbon",4250,"Radiocarbon years BP",946,4170,4330,"proportional gas counting","bulk sediment",80,80
1008,"Harrie Lake","Radiocarbon",4500,"Radiocarbon years BP",1026,4420,4580,"proportional gas counting","bulk sediment",80,80
1008,"Harrie Lake","Radiocarbon",4990,"Radiocarbon years BP",1098,4910,5070,"proportional gas counting","bulk sediment",80,80
1008,"Harrie Lake","Radiocarbon",6030,"Radiocarbon years BP",1135,5920,6140,"conventional radiometric","bulk sediment",110,110
1008,"Harrie Lake","Extrapolated",6283,NA,1144,6083,6483,NA,NA,NA,NA
1008,"Harrie Lake","Deglaciation",6500,NA,1210,6300,6700,NA,NA,NA,NA
1010,"Hawke Hills Kettle","Core top",-27,NA,0,-27,0,NA,NA,NA,NA
1010,"Hawke Hills Kettle","Radiocarbon",3160,"Radiocarbon years BP",73,3075,3245,"proportional gas counting","fibrous gyttja",85,85
1010,"Hawke Hills Kettle","Radiocarbon",4660,"Radiocarbon years BP",173,4575,4745,"proportional gas counting","gyttja",85,85
1010,"Hawke Hills Kettle","Radiocarbon",7290,"Radiocarbon years BP",240,7140,7440,"proportional gas counting","fibrous gyttja",150,150
1012,"Hawley Bog Pond-1","Core top",500,NA,0,400,600,NA,NA,NA,NA
1012,"Hawley Bog Pond-1","Biostratigraphic, pollen",4800,NA,255,4600,5000,NA,NA,NA,NA
1012,"Hawley Bog Pond-1","Biostratigraphic, pollen",7500,NA,485,7100,7900,NA,NA,NA,NA
1012,"Hawley Bog Pond-1","Biostratigraphic, pollen",9000,NA,598,8500,9500,NA,NA,NA,NA
1012,"Hawley Bog Pond-1","Biostratigraphic, pollen",10300,NA,645,9800,10800,NA,NA,NA,NA
1013,"Hay Lake","Core top",0,NA,0,-35,35,NA,NA,NA,NA
1013,"Hay Lake","Radiocarbon",4070,"Radiocarbon years BP",50.5,4010,4130,"conventional radiometric","bulk sediment",30,30
1013,"Hay Lake","Radiocarbon",12060,"Radiocarbon years BP",103.5,11000,13120,"conventional radiometric","bulk sediment",530,530
1013,"Hay Lake","Radiocarbon",13710,"Radiocarbon years BP",161,13070,14350,"conventional radiometric","bulk sediment",320,320
1013,"Hay Lake","Radiocarbon",24550,"Radiocarbon years BP",212,22710,26390,"conventional radiometric","bulk sediment",920,920
1013,"Hay Lake","Radiocarbon",25920,"Radiocarbon years BP",249.5,19920,31920,"conventional radiometric","bulk sediment",3000,3000
1013,"Hay Lake","Radiocarbon",37000,"Radiocarbon years BP",341,32000,42000,"conventional radiometric","bulk sediment",NA,NA
1024,"Headwaters Lake","Core top",0,NA,0,-28,500,NA,NA,NA,NA
1024,"Headwaters Lake","Radiocarbon",3520,"Radiocarbon years BP",72,3420,3620,"conventional radiometric","organic silt",100,100
1024,"Headwaters Lake","Radiocarbon",6860,"Radiocarbon years BP",172,6750,6970,"conventional radiometric","organic silt",110,110
1024,"Headwaters Lake","Radiocarbon",11750,"Radiocarbon years BP",259.5,11600,11900,"conventional radiometric","organic silt",150,150
1025,"Healy Lake","Core top",-25,NA,0,-25,-5,NA,NA,NA,NA
1025,"Healy Lake","Radiocarbon",1430,"Radiocarbon years BP",55.5,1260,1600,"proportional gas counting","woody detritus",85,85
1025,"Healy Lake","Biostratigraphic, pollen",7200,NA,268,6800,7600,NA,NA,NA,NA
1028,"Hebron Lake","Core top",0,NA,250,-100,100,NA,NA,NA,NA
1028,"Hebron Lake","Radiocarbon",5600,"Radiocarbon years BP",335,5506,5708,"liquid scintillation","brown gyttja",100,100
1028,"Hebron Lake","Radiocarbon",7290,"Radiocarbon years BP",360,7190,7394,"liquid scintillation","brown gyttja",100,100
1028,"Hebron Lake","Radiocarbon",8350,"Radiocarbon years BP",387.5,8180,8520,"proportional gas counting","brown gyttja",85,85
1030,"Hedrick Pond","Core top",0,NA,0,-30,30,NA,NA,NA,NA
1030,"Hedrick Pond","Radiocarbon",2190,"Radiocarbon years BP",155,2070,2310,"proportional gas counting","organic clay",60,60
1030,"Hedrick Pond","Radiocarbon",4210,"Radiocarbon years BP",335,4050,4370,"proportional gas counting","fine detritus gyttja",80,80
1030,"Hedrick Pond","Radiocarbon",11340,"Radiocarbon years BP",545,11140,11540,"proportional gas counting","fine detritus gyttja",100,100
1030,"Hedrick Pond","Radiocarbon",14580,"Radiocarbon years BP",596,14280,14880,"proportional gas counting","fine detritus gyttja",150,150
1030,"Hedrick Pond","Radiocarbon",17160,"Radiocarbon years BP",663.5,16740,17580,"proportional gas counting","organic silty clay",210,210
1031,"Helmetta Bog","Core top",0,NA,0,-30,30,NA,NA,NA,NA
1031,"Helmetta Bog","Biostratigraphic, pollen",200,NA,60,150,250,NA,NA,NA,NA
1031,"Helmetta Bog","Radiocarbon",9640,"Radiocarbon years BP",205,9580,9700,"conventional radiometric",NA,60,60
1032,"Hemo Pond","Pre-EuroAmerican settlement horizon",76,NA,60,26,126,NA,NA,NA,NA
1032,"Hemo Pond","Core top",-15,NA,0,-20,-10,NA,NA,NA,NA
1033,"Tourbière de Lanoraie HENRI","Core top",0,NA,0,0,0,NA,NA,NA,NA
1033,"Tourbière de Lanoraie HENRI","Radiocarbon",700,"Radiocarbon years BP",50,600,800,"liquid scintillation","Peat materials",100,100
1033,"Tourbière de Lanoraie HENRI","Radiocarbon",2930,"Radiocarbon years BP",130,2790,3070,"liquid scintillation","Peat materials",140,140
1033,"Tourbière de Lanoraie HENRI","Radiocarbon",3360,"Radiocarbon years BP",210,3230,3490,"liquid scintillation","Peat materials",130,130
1033,"Tourbière de Lanoraie HENRI","Radiocarbon",5960,"Radiocarbon years BP",477.5,5830,6090,"liquid scintillation","Peat materials",130,130
10967,"Northeast Shark River Slough","Core top",-54,NA,6,-55,-53,NA,NA,NA,NA
10967,"Northeast Shark River Slough","Ambrosia rise",10,"Radiocarbon years BP",16,0,20,"accelerator mass spectrometry","gastropod shell",40,40
10967,"Northeast Shark River Slough","Radiocarbon, reservoir correction",1260,"Radiocarbon years BP",28,1230,1290,"accelerator mass spectrometry","gastropod shell",30,30
10967,"Northeast Shark River Slough","Radiocarbon, reservoir correction",1650,"Radiocarbon years BP",39.5,1610,1690,"accelerator mass spectrometry","gastropod shell",40,40
10967,"Northeast Shark River Slough","Radiocarbon, reservoir correction",1935,"Radiocarbon years BP",49.5,1895,1975,"accelerator mass spectrometry","gastropod shell",40,40
10967,"Northeast Shark River Slough","Radiocarbon, reservoir correction",2370,"Radiocarbon years BP",57,2335,2405,"accelerator mass spectrometry","gastropod shell",35,35
10967,"Northeast Shark River Slough","Radiocarbon, reservoir correction",2465,"Radiocarbon years BP",59.5,2430,2500,"accelerator mass spectrometry","gastropod shell",35,35
10967,"Northeast Shark River Slough","Radiocarbon, reservoir correction",2760,"Radiocarbon years BP",66,2725,2795,"accelerator mass spectrometry","gastropod shell",35,35
10967,"Northeast Shark River Slough","Radiocarbon, reservoir correction",4095,"Radiocarbon years BP",96.5,4060,4130,"accelerator mass spectrometry","gastropod shell",35,35
10970,"South Heron Lake","Pre-EuroAmerican settlement horizon",92,NA,36,42,142,NA,NA,NA,NA
10970,"South Heron Lake","Core top",-13,NA,0,-18,-8,NA,NA,NA,NA
10971,"Ocheda Lake","Pre-EuroAmerican settlement horizon",82,NA,36,32,132,NA,NA,NA,NA
10971,"Ocheda Lake","Core top",-13,NA,0,-18,-8,NA,NA,NA,NA
10972,"Hemlock Hollow","Core top",-38,NA,0,-40,-36,NA,NA,NA,NA
10972,"Hemlock Hollow","Ambrosia rise",140,NA,5,NA,NA,NA,NA,NA,NA
10972,"Hemlock Hollow","European settlement horizon",190,NA,14,NA,NA,NA,NA,NA,NA
10972,"Hemlock Hollow","Biostratigraphic, pollen",3340,NA,28,NA,NA,NA,NA,NA,NA
10972,"Hemlock Hollow","Biostratigraphic, pollen",4000,NA,30,NA,NA,NA,NA,NA,NA
10972,"Hemlock Hollow","Tsuga decline",4700,NA,34,NA,NA,NA,NA,NA,NA
10972,"Hemlock Hollow","Biostratigraphic, pollen",8000,NA,50.5,NA,NA,NA,NA,NA,NA
10972,"Hemlock Hollow","Biostratigraphic, pollen",9300,NA,59,NA,NA,NA,NA,NA,NA
10973,"Blomford Lake","European settlement horizon",96,NA,40,46,146,NA,NA,NA,NA
10973,"Blomford Lake","Core top",-30,NA,0,-35,-25,NA,NA,NA,NA
10974,"Fawn Lake","Pre-EuroAmerican settlement horizon",95,NA,40,45,145,NA,NA,NA,NA
10974,"Fawn Lake","Core top",-30,NA,0,-40,-20,NA,NA,NA,NA
10975,"Frovold Lake","Pre-EuroAmerican settlement horizon",83,NA,30,33,133,NA,NA,NA,NA
10975,"Frovold Lake","Core top",-30,NA,0,-40,-20,NA,NA,NA,NA
10976,"Goose Lake","Pre-EuroAmerican settlement horizon",94,NA,35,44,144,NA,NA,NA,NA
10976,"Goose Lake","Core top",-28,NA,0,-33,-23,NA,NA,NA,NA
10977,"Olson Lake","Core top",-28,NA,1020,-29,-27,NA,NA,NA,NA
10977,"Olson Lake","Ambrosia rise",100,NA,1050,50,150,NA,NA,NA,NA
10981,"Little Dyke Lake","Core top",-40,NA,0,-40,-40,NA,NA,NA,NA
10981,"Little Dyke Lake","Radiocarbon",10320,"Radiocarbon years BP",635.5,10160,10480,"accelerator mass spectrometry","twig (Salix?)",40,40
10981,"Little Dyke Lake","Radiocarbon",10930,"Radiocarbon years BP",661.5,10710,11150,"accelerator mass spectrometry","wood fragment",55,55
10981,"Little Dyke Lake","Radiocarbon",11560,"Radiocarbon years BP",670,11380,11740,"accelerator mass spectrometry","twig (Salix?)",45,45
10981,"Little Dyke Lake","Core bottom",12000,NA,690.5,11500,12500,NA,NA,NA,NA
10983,"Round Grove Lake","Pre-EuroAmerican settlement horizon",95,NA,45,45,145,NA,NA,NA,NA
10983,"Round Grove Lake","Core top",-28,NA,0,-33,-23,NA,NA,NA,NA
1104,"Hidden Lake","Core top",0,NA,0,50,0,NA,NA,NA,NA
1104,"Hidden Lake","Radiocarbon",2730,"Radiocarbon years BP",76.5,2650,2810,"proportional gas counting",NA,40,40
1104,"Hidden Lake","Radiocarbon",6040,"Radiocarbon years BP",126,5560,6520,"proportional gas counting",NA,240,240
1104,"Hidden Lake","Radiocarbon",10380,"Radiocarbon years BP",210,10220,10540,"proportional gas counting",NA,80,80
1104,"Hidden Lake","Radiocarbon",12820,"Radiocarbon years BP",235,12560,13080,"proportional gas counting",NA,130,130
1104,"Hidden Lake","Radiocarbon",13730,"Radiocarbon years BP",255,13510,13950,"proportional gas counting",NA,110,110
1105,"High Lake","Core top",0,NA,715,0,0,NA,NA,NA,NA
1105,"High Lake","Radiocarbon",1485,"Radiocarbon years BP",830,1395,1575,"liquid scintillation",NA,45,45
1105,"High Lake","Radiocarbon",2725,"Radiocarbon years BP",940,2635,2815,"liquid scintillation",NA,45,45
1105,"High Lake","Radiocarbon",4060,"Radiocarbon years BP",1060,3970,4150,"liquid scintillation",NA,45,45
1105,"High Lake","Radiocarbon",5200,"Radiocarbon years BP",1130,5100,5300,"liquid scintillation",NA,50,50
1105,"High Lake","Radiocarbon",6865,"Radiocarbon years BP",1190,6765,6965,"liquid scintillation",NA,50,50
1105,"High Lake","Radiocarbon",8435,"Radiocarbon years BP",1260,8335,8535,"liquid scintillation",NA,50,50
1105,"High Lake","Radiocarbon",9415,"Radiocarbon years BP",1330,9315,9515,"liquid scintillation",NA,50,50
1107,"Honeymoon Pond","Core top",0,NA,0,0,0,NA,NA,NA,NA
1107,"Honeymoon Pond","Radiocarbon",1590,"Radiocarbon years BP",57.5,1490,1690,"conventional radiometric","bulk sediment",50,50
1107,"Honeymoon Pond","Radiocarbon",2410,"Radiocarbon years BP",112.5,2270,2550,"conventional radiometric","bulk sediment",70,70
1107,"Honeymoon Pond","Radiocarbon",3240,"Radiocarbon years BP",157.5,3120,3360,"conventional radiometric","bulk sediment",60,60
1107,"Honeymoon Pond","Radiocarbon",3840,"Radiocarbon years BP",197.5,3680,4000,"conventional radiometric","bulk sediment",80,80
1107,"Honeymoon Pond","Radiocarbon",4290,"Radiocarbon years BP",222.5,4150,4430,"conventional radiometric","bulk sediment",70,70
1107,"Honeymoon Pond","Radiocarbon",5390,"Radiocarbon years BP",241.5,5270,5510,"conventional radiometric","bulk sediment",60,60
1107,"Honeymoon Pond","Radiocarbon",6050,"Radiocarbon years BP",267.5,5890,6210,"conventional radiometric","bulk sediment",80,80
1107,"Honeymoon Pond","Radiocarbon",6480,"Radiocarbon years BP",282.5,6320,6640,"conventional radiometric","bulk sediment",80,80
1107,"Honeymoon Pond","Radiocarbon",6620,"Radiocarbon years BP",290.5,6420,6820,"conventional radiometric","bulk sediment",100,100
1107,"Honeymoon Pond","Radiocarbon",6770,"Radiocarbon years BP",302.5,6630,6910,"conventional radiometric","bulk sediment",70,70
1107,"Honeymoon Pond","Radiocarbon",6680,"Radiocarbon years BP",312.5,6520,6840,"conventional radiometric","bulk sediment",80,80
1107,"Honeymoon Pond","Radiocarbon",8970,"Radiocarbon years BP",322.5,8520,9370,"conventional radiometric","bulk sediment",200,200
1107,"Honeymoon Pond","Radiocarbon",7770,"Radiocarbon years BP",332.5,7570,7970,"conventional radiometric","bulk sediment",100,100
1107,"Honeymoon Pond","Radiocarbon",7300,"Radiocarbon years BP",355,7100,7500,"conventional radiometric","bulk sediment",100,100
1107,"Honeymoon Pond","Radiocarbon",8900,"Radiocarbon years BP",362.5,8700,9100,"conventional radiometric","bulk sediment",100,100
1107,"Honeymoon Pond","Radiocarbon",9260,"Radiocarbon years BP",370,9060,9460,"conventional radiometric","bulk sediment",100,100
1107,"Honeymoon Pond","Radiocarbon",9220,"Radiocarbon years BP",373.5,9060,9380,"accelerator mass spectrometry","twigs",80,80
1107,"Honeymoon Pond","Radiocarbon",9540,"Radiocarbon years BP",377,9340,9740,"conventional radiometric","bulk sediment",100,100
1107,"Honeymoon Pond","Radiocarbon",9390,"Radiocarbon years BP",389.5,9190,9590,"accelerator mass spectrometry","wood",100,100
1109,"Blocknic Lake [Horse Pond]","Pre-EuroAmerican settlement horizon",79,NA,40,29,129,NA,NA,NA,NA
1109,"Blocknic Lake [Horse Pond]","Core top",-15,NA,0,-20,-10,NA,NA,NA,NA
1110,"Horseshoe Lake","Radiocarbon, reservoir correction",8100,"Radiocarbon years BP",898.5,7860,8340,"proportional gas counting","Organic copropel",120,120
1110,"Horseshoe Lake","Radiocarbon, reservoir correction",8940,"Radiocarbon years BP",938.5,8620,9260,"proportional gas counting","Organic copropel",160,160
1110,"Horseshoe Lake","Radiocarbon, reservoir correction",10180,"Radiocarbon years BP",978.5,9780,10580,"proportional gas counting","Organic copropel",200,200
1110,"Horseshoe Lake","Radiocarbon, reservoir correction",11080,"Radiocarbon years BP",1018.5,10760,11400,"proportional gas counting","Organic copropel",160,160
1110,"Horseshoe Lake","Radiocarbon, reservoir correction",12330,"Radiocarbon years BP",1060.5,11850,12810,"proportional gas counting","Organic copropel",240,240
1111,"Hostage Lake","Core top",-30,NA,0,-30,0,NA,NA,NA,NA
1111,"Hostage Lake","Biostratigraphic, pollen",70,NA,32.5,40,100,NA,NA,NA,NA
1111,"Hostage Lake","Radiocarbon, reservoir correction",1595,"Radiocarbon years BP",220,1435,1755,"proportional gas counting","gyttja",80,80
1111,"Hostage Lake","Radiocarbon, reservoir correction",3485,"Radiocarbon years BP",385,3325,3645,"proportional gas counting","gyttja",80,80
1113,"Houghton Bog","Core top",-16,NA,0,-16,4,NA,NA,NA,NA
1113,"Houghton Bog","Biostratigraphic, pollen",150,NA,15,125,175,NA,NA,NA,NA
1113,"Houghton Bog","Radiocarbon",11880,"Radiocarbon years BP",990,10420,13340,"proportional gas counting","wood",730,730
1114,"Howes Prairie Marsh","Core top",0,NA,0,-40,40,NA,NA,NA,NA
1114,"Howes Prairie Marsh","Biostratigraphic, pollen",100,NA,6,80,120,NA,NA,NA,NA
1114,"Howes Prairie Marsh","Radiocarbon, reservoir correction",720,"Radiocarbon years BP",11.5,510,930,"conventional radiometric","peat",105,105
1114,"Howes Prairie Marsh","Radiocarbon, reservoir correction",2300,"Radiocarbon years BP",20.5,2000,2600,"conventional radiometric","peat",150,150
1114,"Howes Prairie Marsh","Sediment stratigraphic",4185,NA,32,4035,4335,NA,NA,NA,NA
1133,"Hudson Lake","Core top",0,NA,0,-20,20,NA,NA,NA,NA
1133,"Hudson Lake","Biostratigraphic, pollen",120,NA,70,70,170,NA,NA,NA,NA
1133,"Hudson Lake","Biostratigraphic, pollen",2000,NA,285,1800,2200,NA,NA,NA,NA
1133,"Hudson Lake","Biostratigraphic, pollen",4800,NA,380,4600,5000,NA,NA,NA,NA
1133,"Hudson Lake","Biostratigraphic, pollen",10000,NA,540,9500,10500,NA,NA,NA,NA
1133,"Hudson Lake","Biostratigraphic, pollen",10400,NA,615,9900,10900,NA,NA,NA,NA
1133,"Hudson Lake","Biostratigraphic, pollen",12100,NA,670,11600,12600,NA,NA,NA,NA
1133,"Hudson Lake","Biostratigraphic, pollen",13200,NA,706,12700,13700,NA,NA,NA,NA
1134,"Hug Lake","Core top",-20,NA,0,-25,-15,NA,NA,NA,NA
1134,"Hug Lake","Pre-EuroAmerican settlement horizon",65,NA,24,15,115,NA,NA,NA,NA
1135,"Humber Pond 3","Core top",-30,NA,0,-30,0,NA,NA,NA,NA
1135,"Humber Pond 3","Radiocarbon",150,"Radiocarbon years BP",216,100,200,"accelerator mass spectrometry","wood",50,50
1135,"Humber Pond 3","Radiocarbon",1870,"Radiocarbon years BP",495,1730,2010,"liquid scintillation","peat",70,70
1135,"Humber Pond 3","Radiocarbon",3490,"Radiocarbon years BP",889,3350,3630,"liquid scintillation","silty peat",70,70
1135,"Humber Pond 3","Radiocarbon",3800,"Radiocarbon years BP",1035,3640,3960,"liquid scintillation","silty peat",80,80
1136,"Humber Pond 5","Core top",-30,NA,0,-30,0,NA,NA,NA,NA
1136,"Humber Pond 5","Radiocarbon",1790,"Radiocarbon years BP",394.5,1630,1950,"liquid scintillation","wood",80,80
1136,"Humber Pond 5","Radiocarbon",3248,"Radiocarbon years BP",799,3088,3408,"liquid scintillation","wood",80,80
1136,"Humber Pond 5","Radiocarbon",3880,"Radiocarbon years BP",1096,3760,4000,"accelerator mass spectrometry","wood",60,60
1137,"Humber Pond 7","Radiocarbon",2090,"Radiocarbon years BP",305,2020,2160,"conventional radiometric","gyttja",70,70
1137,"Humber Pond 7","Radiocarbon",3425,"Radiocarbon years BP",575,3255,3595,"conventional radiometric","wood",170,170
1137,"Humber Pond 7","Core top",-30,NA,0,-31,31,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",-33,"Calendar years AD/BC",0.75,-35,-31,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",-32,"Calendar years AD/BC",1.75,-34,-30,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",-30,"Calendar years AD/BC",3.25,-32,-28,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",-23,"Calendar years AD/BC",5.75,-25,-21,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",-14,"Calendar years AD/BC",8.75,-16,-12,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",-4,"Calendar years AD/BC",11.75,-7,-1,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",9,"Calendar years AD/BC",14.75,6,12,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",19,"Calendar years AD/BC",17.75,15,23,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",29,"Calendar years AD/BC",20.75,24,34,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",43,"Calendar years AD/BC",23.75,37,49,NA,NA,NA,NA
1138,"Hustler Lake","Lead-210",61,"Calendar years AD/BC",26.75,52,70,NA,NA,NA,NA
1138,"Hustler Lake","Pre-EuroAmerican settlement horizon",56,NA,26.75,6,106,NA,NA,NA,NA
1139,"Hynes Brook Salt Marsh","Radiocarbon",2365,"Radiocarbon years BP",180,2190,2540,"proportional gas counting","peat",175,175
1139,"Hynes Brook Salt Marsh","Radiocarbon",2770,"Radiocarbon years BP",280,2470,3070,"liquid scintillation","peat",300,300
1139,"Hynes Brook Salt Marsh","Core top",0,NA,0,-1,1,NA,NA,NA,NA
1140,"Icehouse Bottom [40MR23]","Radiocarbon",9380,"Radiocarbon years BP",695,8950,9810,"proportional gas counting","partly decayed, uncarb. wood",215,215
1142,"Iglutalik Lake","Radiocarbon",2565,"Radiocarbon years BP",45.5,2375,2755,"conventional radiometric",NA,190,190
1142,"Iglutalik Lake","Radiocarbon",4765,"Radiocarbon years BP",90,4565,4965,"conventional radiometric",NA,200,200
1142,"Iglutalik Lake","Radiocarbon",5700,"Radiocarbon years BP",151,5460,5940,"conventional radiometric",NA,240,240
